Код;Коротка назва;Колір;Іконка;Детальний опис
24110500;Інші (курсові різниці);;;Інші (курсові різниці)
24110600;Відсотки за користування позиками, які надавалися з місцевих бюджетів;;;Відсотки за користування позиками, які надавалися з місцевих бюджетів
24110700;Плата за гарантії, надані Верховною Радою Автономної Республіки Крим та міськими радами;;;Плата за гарантії, надані Верховною Радою Автономної Республіки Крим та міськими радами
24110800;Плата за користування кредитом з державного бюджету;;;Плата за користування кредитом з державного бюджету
24110900;Відсотки за користування довгостроковим кредитом, що надається з місцевих бюджетів молодим сім'ям та одиноким молодим громадянам на будівництво (реконструкцію) та придбання житла;;;Відсотки за користування довгостроковим кредитом, що надається з місцевих бюджетів молодим сім'ям та одиноким молодим громадянам на будівництво (реконструкцію) та придбання житла
24111000;Плата за користування суб'єктами малого підприємництва мікрокредитами з державного бюджету;;;Плата за користування суб'єктами малого підприємництва мікрокредитами з державного бюджету
24130000;Збір на соціально-економічну компенсацію ризику населення, яке проживає на території зони спостереження;;;Збір на соціально-економічну компенсацію ризику населення, яке проживає на території зони спостереження
24130100;Збір на соціально-економічну компенсацію ризику населення, яке проживає на території зони спостереження, що сплачується експлуатуючими організаціями ядерних установок;;;Збір на соціально-економічну компенсацію ризику населення, яке проживає на території зони спостереження, що сплачується експлуатуючими організаціями ядерних установок
24130200;Збір на соціально-економічну компенсацію ризику населення, яке проживає на території зони спостереження, що сплачується підприємствами з видобування і переробки уранових руд;;;Збір на соціально-економічну компенсацію ризику населення, яке проживає на території зони спостереження, що сплачується підприємствами з видобування і переробки уранових руд
24130300;Збір на соціально-економічну компенсацію ризику населення, яке проживає на території зони спостереження, що сплачується підприємствами, які є замовниками будівництва нових ядерних установок або об'єктів, призначених для поводження з радіоактивними відходами, які мають загальнодержавне значення;;;Збір на соціально-економічну компенсацію ризику населення, яке проживає на території зони спостереження, що сплачується підприємствами, які є замовниками будівництва нових ядерних установок або об'єктів, призначених для поводження з радіоактивними відходами, які мають загальнодержавне значення
24140000;Збори на обов'язкове державне пенсійне страхування з окремих видів господарських операцій;;;Збори на обов'язкове державне пенсійне страхування з окремих видів господарських операцій
24140100;"{Позицію 24140100 виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	";;;"{Позицію 24140100 виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	"
24140200;Збір при поданні ювелірних та побутових виробів з дорогоцінних металів на клеймування державним пробірним клеймом до казенних підприємств пробірного контролю;;;Збір при поданні ювелірних та побутових виробів з дорогоцінних металів на клеймування державним пробірним клеймом до казенних підприємств пробірного контролю
24140300;Збір під час набуття права власності на легкові автомобілі;;;Збір під час набуття права власності на легкові автомобілі
24140500;Збір з операцій придбавання (купівлі-продажу) нерухомого майна;;;Збір з операцій придбавання (купівлі-продажу) нерухомого майна
24140600;Збір з користування та надання послуг стільникового рухомого зв'язку;;;Збір з користування та надання послуг стільникового рухомого зв'язку
24160000;Концесійні платежі;;;Концесійні платежі
24160100;Концесійні платежі щодо об'єктів комунальної власності (крім тих, які мають цільове спрямування згідно із законом);;;Концесійні платежі щодо об'єктів комунальної власності (крім тих, які мають цільове спрямування згідно із законом)
24160200;Концесійні платежі щодо об'єктів комунальної власності (які мають цільове спрямування згідно із законом);;;Концесійні платежі щодо об'єктів комунальної власності (які мають цільове спрямування згідно із законом)
24160300;Концесійні платежі щодо об'єктів державної власності;;;Концесійні платежі щодо об'єктів державної власності
24170000;Надходження коштів пайової участі у розвитку інфраструктури населеного пункту;;;Надходження коштів пайової участі у розвитку інфраструктури населеного пункту
25000000;Власні надходження бюджетних установ;;;Власні надходження бюджетних установ
25010000;Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством;;;Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством
25010100;Плата за послуги, що надаються бюджетними установами згідно з їх основною діяльністю;;;Плата за послуги, що надаються бюджетними установами згідно з їх основною діяльністю
25010200;Надходження бюджетних установ від додаткової (господарської) діяльності;;;Надходження бюджетних установ від додаткової (господарської) діяльності
25010300;Плата за оренду майна бюджетних установ;;;Плата за оренду майна бюджетних установ
25010400;Надходження бюджетних установ від реалізації в установленому порядку майна (крім нерухомого майна);;;Надходження бюджетних установ від реалізації в установленому порядку майна (крім нерухомого майна)
25020000;Інші джерела власних надходжень бюджетних установ;;;Інші джерела власних надходжень бюджетних установ
25020100;Благодійні внески, гранти та дарунки;;;Благодійні внески, гранти та дарунки
25020200;Кошти, що отримують бюджетні установи від підприємств, організацій, фізичних осіб та від інших бюджетних установ для виконання цільових заходів, у тому числі заходів з відчуження для суспільних потреб земельних ділянок та розміщених на них інших об'єктів нерухомого майна, що перебувають у приватній власності фізичних або юридичних осіб;;;Кошти, що отримують бюджетні установи від підприємств, організацій, фізичних осіб та від інших бюджетних установ для виконання цільових заходів, у тому числі заходів з відчуження для суспільних потреб земельних ділянок та розміщених на них інших об'єктів нерухомого майна, що перебувають у приватній власності фізичних або юридичних осіб
25020300;"Кошти, що отримують вищі та професійно-технічні навчальні заклади від розміщення на депозитах тимчасово вільних бюджетних коштів, отриманих за надання платних послуг, якщо таким закладам законом надано відповідне право., кошти, що отримують державні і комунальні вищі навчальні заклади, наукові установи та заклади культури як відсотки, нараховані на залишок коштів на поточних рахунках, відкритих у банках державного сектору для розміщення власних надходжень, отриманих як плата за послуги, що надаються ними згідно з основною діяльністю, благодійні внески та гранти";;;"Кошти, що отримують вищі та професійно-технічні навчальні заклади від розміщення на депозитах тимчасово вільних бюджетних коштів, отриманих за надання платних послуг, якщо таким закладам законом надано відповідне право., кошти, що отримують державні і комунальні вищі навчальні заклади, наукові установи та заклади культури як відсотки, нараховані на залишок коштів на поточних рахунках, відкритих у банках державного сектору для розміщення власних надходжень, отриманих як плата за послуги, що надаються ними згідно з основною діяльністю, благодійні внески та гранти"
25020400;Кошти, отримані від реалізації майнових прав на фільми, вихідні матеріали фільмів та фільмокопій, створені за бюджетні кошти як за державним замовленням, так і на умовах фінансової підтримки;;;Кошти, отримані від реалізації майнових прав на фільми, вихідні матеріали фільмів та фільмокопій, створені за бюджетні кошти як за державним замовленням, так і на умовах фінансової підтримки
30000000;Доходи від операцій з капіталом;;;Доходи від операцій з капіталом
31000000;Надходження від продажу основного капіталу;;;Надходження від продажу основного капіталу
31010000;Кошти від реалізації скарбів, майна, одержаного державою або територіальною громадою в порядку спадкування чи дарування, безхазяйного майна, знахідок, а також валютних цінностей і грошових коштів, власники яких невідомі;;;Кошти від реалізації скарбів, майна, одержаного державою або територіальною громадою в порядку спадкування чи дарування, безхазяйного майна, знахідок, а також валютних цінностей і грошових коштів, власники яких невідомі
31010100;Кошти від реалізації скарбів, які є пам'ятками історії та культури, майна, одержаного державою в порядку спадкування чи дарування;;;Кошти від реалізації скарбів, які є пам'ятками історії та культури, майна, одержаного державою в порядку спадкування чи дарування
31010200;Кошти від реалізації безхазяйного майна, знахідок, спадкового майна, майна, одержаного територіальною громадою в порядку спадкування чи дарування, а також валютні цінності і грошові кошти, власники яких невідомі;;;Кошти від реалізації безхазяйного майна, знахідок, спадкового майна, майна, одержаного територіальною громадою в порядку спадкування чи дарування, а також валютні цінності і грошові кошти, власники яких невідомі
31020000;Надходження коштів від Державного фонду дорогоцінних металів і дорогоцінного каміння;;;Надходження коштів від Державного фонду дорогоцінних металів і дорогоцінного каміння
31030000;Кошти від відчуження майна, що належить Автономній Республіці Крим та майна, що перебуває в комунальній власності;;;Кошти від відчуження майна, що належить Автономній Республіці Крим та майна, що перебуває в комунальній власності
32000000;Надходження від реалізації державних запасів товарів;;;Надходження від реалізації державних запасів товарів
32010000;Надходження від реалізації матеріальних цінностей державного резерву;;;Надходження від реалізації матеріальних цінностей державного резерву
32010100;Надходження від реалізації матеріальних цінностей державного резерву;;;Надходження від реалізації матеріальних цінностей державного резерву
32010200;"{Позицію 32010200 виключено на підставі Наказу Міністерства фінансів № 1813 від 29.12.2011}   	";;;"{Позицію 32010200 виключено на підставі Наказу Міністерства фінансів № 1813 від 29.12.2011}   	"
32010300;"{Позицію 32010200 виключено на підставі Наказу Міністерства фінансів № 1813 від 29.12.2011}   	";;;"{Позицію 32010200 виключено на підставі Наказу Міністерства фінансів № 1813 від 29.12.2011}   	"
32010200;Надходження від погашення підприємствами паливно-енергетичного комплексу та нафтогазової галузі перед Державним агентством резерву України заборгованості та зобов'язань за матеріальні цінності (включаючи зобов'язання з податку на додану вартість, що виникають за результатами проведення таких розрахунків, та із сплати штрафних санкцій і відсотків за користування ресурсами), а також надходження Державного агентства резерву України від реалізації матеріальних цінностей, повернутих підприємствами паливно-енергетичного комплексу та нафтогазової галузі;;;Надходження від погашення підприємствами паливно-енергетичного комплексу та нафтогазової галузі перед Державним агентством резерву України заборгованості та зобов'язань за матеріальні цінності (включаючи зобов'язання з податку на додану вартість, що виникають за результатами проведення таких розрахунків, та із сплати штрафних санкцій і відсотків за користування ресурсами), а також надходження Державного агентства резерву України від реалізації матеріальних цінностей, повернутих підприємствами паливно-енергетичного комплексу та нафтогазової галузі
32010400;Надходження від реалізації матеріальних цінностей державного резерву медичного призначення;;;Надходження від реалізації матеріальних цінностей державного резерву медичного призначення
32020000;Надходження від реалізації розброньованих матеріальних цінностей мобілізаційного резерву;;;Надходження від реалізації розброньованих матеріальних цінностей мобілізаційного резерву
33000000;Кошти від продажу землі і нематеріальних активів;;;Кошти від продажу землі і нематеріальних активів
33010000;Кошти від продажу землі;;;Кошти від продажу землі
33010100;Кошти від продажу земельних ділянок несільськогосподарського призначення, що перебувають у державній або комунальній власності, та земельних ділянок, які знаходяться на території Автономної Республіки Крим;;;Кошти від продажу земельних ділянок несільськогосподарського призначення, що перебувають у державній або комунальній власності, та земельних ділянок, які знаходяться на території Автономної Республіки Крим
33010300;Кошти від продажу земельних ділянок несільськогосподарського призначення або прав на них, що перебувають у державній власності, на яких розташовані об'єкти, які підлягають приватизації;;;Кошти від продажу земельних ділянок несільськогосподарського призначення або прав на них, що перебувають у державній власності, на яких розташовані об'єкти, які підлягають приватизації
33010200;Кошти від продажу прав на земельні ділянки несільськогосподарського призначення, що перебувають у державній або комунальній власності, та прав на земельні ділянки, які знаходяться на території Автономної Республіки Крим;;;Кошти від продажу прав на земельні ділянки несільськогосподарського призначення, що перебувають у державній або комунальній власності, та прав на земельні ділянки, які знаходяться на території Автономної Республіки Крим
33010400;Кошти від продажу земельних ділянок несільськогосподарського призначення до розмежування земель державної та комунальної власності з розстроченням платежу;;;Кошти від продажу земельних ділянок несільськогосподарського призначення до розмежування земель державної та комунальної власності з розстроченням платежу
33020000;Надходження від продажу нематеріальних активів;;;Надходження від продажу нематеріальних активів
33030000;Кошти від відчуження земельних ділянок, на яких розташовані об'єкти нерухомого військового майна, що підлягають реалізації, та земельних ділянок, які вивільняються у процесі реформування Збройних Сил України і Державної спеціальної служби транспорту;;;Кошти від відчуження земельних ділянок, на яких розташовані об'єкти нерухомого військового майна, що підлягають реалізації, та земельних ділянок, які вивільняються у процесі реформування Збройних Сил України і Державної спеціальної служби транспорту
34000000;Податки на фінансові операції та операції з капіталом;;;Податки на фінансові операції та операції з капіталом
40000000;Офіційні трансферти;;;Офіційні трансферти
41000000;Від органів державного управління;;;Від органів державного управління
41010000;Кошти, що надходять з інших бюджетів;;;Кошти, що надходять з інших бюджетів
41010100;Реверсна дотація;;;Реверсна дотація
41010200;Кошти, що надходять за взаємними розрахунками із додаткової дотації до державного бюджету;;;Кошти, що надходять за взаємними розрахунками із додаткової дотації до державного бюджету
41010300;Кошти, що надходять за взаємними розрахунками із додаткової дотації з державного бюджету;;;Кошти, що надходять за взаємними розрахунками із додаткової дотації з державного бюджету
41010400;Кошти, що надходять за взаємними розрахунками із додаткової дотації з районних та міських (міст Києва і Севастополя, міст республіканського та обласного значення) до міських (міст районного значення), селищних та сільських бюджетів;;;Кошти, що надходять за взаємними розрахунками із додаткової дотації з районних та міських (міст Києва і Севастополя, міст республіканського та обласного значення) до міських (міст районного значення), селищних та сільських бюджетів
41010500;Кошти, що надходять за взаємними розрахунками із додаткової дотації з міських (міст районного значення), селищних та сільських бюджетів до районних та міських (міст Києва і Севастополя, міст республіканського та обласного значення) бюджетів;;;Кошти, що надходять за взаємними розрахунками із додаткової дотації з міських (міст районного значення), селищних та сільських бюджетів до районних та міських (міст Києва і Севастополя, міст республіканського та обласного значення) бюджетів
41010600;"{Позицію 41010600 виключено на підставі Наказу Міністерства фінансів № 6 від 19.01.2015}  	";;;"{Позицію 41010600 виключено на підставі Наказу Міністерства фінансів № 6 від 19.01.2015}  	"
41010600;Субвенція з місцевого бюджету державному бюджету на виконання програм соціально-економічного та культурного розвитку регіонів;;;Субвенція з місцевого бюджету державному бюджету на виконання програм соціально-економічного та культурного розвитку регіонів
41010700;Кошти, що надходять за взаємними розрахунками до державного бюджету з місцевих бюджетів;;;Кошти, що надходять за взаємними розрахунками до державного бюджету з місцевих бюджетів
41010800;Кошти, що надходять за взаємними розрахунками до місцевих бюджетів з державного бюджету;;;Кошти, що надходять за взаємними розрахунками до місцевих бюджетів з державного бюджету
41010900;Кошти, що надходять за взаємними розрахунками між місцевими бюджетами;;;Кошти, що надходять за взаємними розрахунками між місцевими бюджетами
41020000;Дотації з державного бюджету місцевим бюджетам;;;Дотації з державного бюджету місцевим бюджетам
41020100;Базова дотація;;;Базова дотація
41020200;Додаткова дотація з державного бюджету місцевим бюджетам на здійснення переданих з державного бюджету видатків з утримання закладів освіти та охорони здоров'я,;;;Додаткова дотація з державного бюджету місцевим бюджетам на здійснення переданих з державного бюджету видатків з утримання закладів освіти та охорони здоров'я,
41020300;"{Позицію 41020300 виключено на підставі Наказу Міністерства фінансів № 347 від 23.03.2015}	";;;"{Позицію 41020300 виключено на підставі Наказу Міністерства фінансів № 347 від 23.03.2015}	"
41020400;Додаткові дотації з державного бюджету місцевим бюджетам;;;Додаткові дотації з державного бюджету місцевим бюджетам
41020600;Стабілізаційна дотація;;;Стабілізаційна дотація
41020800;Додаткова дотація з державного бюджету міському бюджету міста Славутича на забезпечення утримання соціальної інфраструктури міста Славутича;;;Додаткова дотація з державного бюджету міському бюджету міста Славутича на забезпечення утримання соціальної інфраструктури міста Славутича
41020900;"{Позицію 41020900  виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	";;;"{Позицію 41020900  виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	"
41021000;Додаткова дотація з державного бюджету місцевим бюджетам на компенсацію втрат доходів місцевих бюджетів внаслідок наданих державою податкових пільг зі сплати земельного податку суб'єктам космічної діяльності та літакобудування;;;Додаткова дотація з державного бюджету місцевим бюджетам на компенсацію втрат доходів місцевих бюджетів внаслідок наданих державою податкових пільг зі сплати земельного податку суб'єктам космічної діяльності та літакобудування
41021100;"{Позицію 41021100 виключено на підставі Наказу Міністерства фінансів № 568 від 29.05.2013}	";;;"{Позицію 41021100 виключено на підставі Наказу Міністерства фінансів № 568 від 29.05.2013}	"
;;;;
41021200;"{Позицію 41021100  виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	";;;"{Позицію 41021100  виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	"
41021300;"{Позицію 41021100  виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	";;;"{Позицію 41021100  виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	"
41021400;"{Позицію 41021100  виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	";;;"{Позицію 41021100  виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	"
41021500;"{Позицію 41021400 виключено на підставі Наказу Міністерства фінансів № 1290 від 31.12.2014}	";;;"{Позицію 41021400 виключено на підставі Наказу Міністерства фінансів № 1290 від 31.12.2014}	"
41021600;"{Позицію 41021100  виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	";;;"{Позицію 41021100  виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	"
41021700;"{Позицію 41021400 виключено на підставі Наказу Міністерства фінансів № 1290 від 31.12.2014}	";;;"{Позицію 41021400 виключено на підставі Наказу Міністерства фінансів № 1290 від 31.12.2014}	"
41021800;"{Позицію 41021400 виключено на підставі Наказу Міністерства фінансів № 1290 від 31.12.2014}	";;;"{Позицію 41021400 виключено на підставі Наказу Міністерства фінансів № 1290 від 31.12.2014}	"
41021900;"{Позицію 41021100 виключено на підставі Наказу Міністерства фінансів № 568 від 29.05.2013}	";;;"{Позицію 41021100 виключено на підставі Наказу Міністерства фінансів № 568 від 29.05.2013}	"
41022000;"{Позицію 41021100 виключено на підставі Наказу Міністерства фінансів № 568 від 29.05.2013}	";;;"{Позицію 41021100 виключено на підставі Наказу Міністерства фінансів № 568 від 29.05.2013}	"
41030000;Субвенції з державного бюджету місцевим бюджетам;;;Субвенції з державного бюджету місцевим бюджетам
41030200;"{Код 41030200 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}	";;;"{Код 41030200 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}	"
41030200;Субвенція з державного бюджету обласному бюджету Івано-Франківської області для здійснення природоохоронних заходів із видалення, перевезення та утилізації небезпечних відходів гексахлорбензолу у зоні консервації Домбровського кар'єру в Калуському районі;;;Субвенція з державного бюджету обласному бюджету Івано-Франківської області для здійснення природоохоронних заходів із видалення, перевезення та утилізації небезпечних відходів гексахлорбензолу у зоні консервації Домбровського кар'єру в Калуському районі
41030300;"{Позицію 41030300 виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	";;;"{Позицію 41030300 виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	"
41030400;"{Позицію 41030300 виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	";;;"{Позицію 41030300 виключено на підставі Наказу Міністерства фінансів № 1175 від 29.12.2017}	"
41030500;"Субвенція з державного бюджету місцевим бюджетам на виплату грошової компенсації за належні для отримання жилі приміщення для внутрішньо переміщених осіб, які захищали незалежність, суверенітет та територіальну цілісність України і брали безпосередню участь в антитерористичній операції, забезпеченні її проведення, перебуваючи безпосередньо в районах антитерористичної операції у період її проведення, та визнані особами з інвалідністю внаслідок війни III групи відповідно до пунктів 11 - 14 частини другої статті 7 або учасниками бойових дій відповідно до пунктів 19 - 20частини першої статті 6 Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"", та які потребують поліпшення житлових умов,";;;"Субвенція з державного бюджету місцевим бюджетам на виплату грошової компенсації за належні для отримання жилі приміщення для внутрішньо переміщених осіб, які захищали незалежність, суверенітет та територіальну цілісність України і брали безпосередню участь в антитерористичній операції, забезпеченні її проведення, перебуваючи безпосередньо в районах антитерористичної операції у період її проведення, та визнані особами з інвалідністю внаслідок війни III групи відповідно до пунктів 11 - 14 частини другої статті 7 або учасниками бойових дій відповідно до пунктів 19 - 20частини першої статті 6 Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"", та які потребують поліпшення житлових умов,"
41030600;Субвенція з державного бюджету місцевим бюджетам на виплату допомоги сім'ям з дітьми, малозабезпеченим сім'ям, особам, які не мають права на пенсію, особам з інвалідністю, дітям з інвалідністю, тимчасової державної допомоги дітям, тимчасової державної соціальної допомоги непрацюючій особі, яка досягла загального пенсійного віку, але не набула права на пенсійну виплату, допомоги по догляду за особами з інвалідністю I чи II групи внаслідок психічного розладу, компенсаційної виплати непрацюючій працездатній особі, яка доглядає за особою з інвалідністю I групи, а також за особою, яка досягла 80-річного віку;;;Субвенція з державного бюджету місцевим бюджетам на виплату допомоги сім'ям з дітьми, малозабезпеченим сім'ям, особам, які не мають права на пенсію, особам з інвалідністю, дітям з інвалідністю, тимчасової державної допомоги дітям, тимчасової державної соціальної допомоги непрацюючій особі, яка досягла загального пенсійного віку, але не набула права на пенсійну виплату, допомоги по догляду за особами з інвалідністю I чи II групи внаслідок психічного розладу, компенсаційної виплати непрацюючій працездатній особі, яка доглядає за особою з інвалідністю I групи, а також за особою, яка досягла 80-річного віку
41030700;"{Код 41030700 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}	";;;"{Код 41030700 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}	"
41030700;Субвенція з державного бюджету бюджету Автономної Республіки Крим для здійснення природоохоронного заходу з розроблення матеріалів до проекту зміни меж та розширення території Ялтинського гірсько-лісового природного заповідника;;;Субвенція з державного бюджету бюджету Автономної Республіки Крим для здійснення природоохоронного заходу з розроблення матеріалів до проекту зміни меж та розширення території Ялтинського гірсько-лісового природного заповідника
